iter	Logloss
211	0.1974465115
212	0.1970466149
213	0.1965413492
214	0.1961236802
215	0.1958064369
216	0.195404002
217	0.1948935796
218	0.194459875
219	0.1938768249
220	0.1934490636
221	0.1930931602
222	0.1926503729
223	0.1922880737
224	0.1920140457
225	0.1916125128
226	0.1912611889
227	0.1907877888
228	0.1904762298
229	0.1902516849
230	0.189604183
231	0.1891419204
232	0.1886906796
233	0.1883829777
234	0.1880640835
235	0.1876549922
236	0.1873675059
237	0.187090269
238	0.1868556934
239	0.1862472048
240	0.1857763114
241	0.1852761156
242	0.1850362572
243	0.1845403048
244	0.1841777832
245	0.1837425029
246	0.1835153261
247	0.1832744844
248	0.1829912732
249	0.1824581724
250	0.18209344
251	0.1817085505
252	0.1814177028
253	0.1810768874
254	0.1807035344
255	0.1803680707
256	0.1800841025
257	0.1797541518
258	0.1793408298
259	0.1791004638
260	0.1787145306
261	0.1784625325
262	0.1782726359
263	0.1779395469
264	0.177732013
265	0.1774230196
266	0.1771474675
267	0.176921985
268	0.1765714798
269	0.1762661678
270	0.1759682355
271	0.1756482902
272	0.1753784655
273	0.1749739919
274	0.1747371408
275	0.174446205
276	0.174170692
277	0.1738978036
278	0.173566349
279	0.1732447398
280	0.172869391
281	0.1726526817
282	0.1722821912
283	0.1719590978
284	0.1716226189
285	0.1714019873
286	0.1712291975
287	0.1710209667
288	0.1708085142
289	0.1704946532
290	0.1702265156
291	0.1698638281
292	0.1694388899
293	0.1691899518
294	0.1688810624
295	0.1685615386
296	0.1683660839
297	0.1679497384
298	0.1677321348
299	0.167420575
300	0.1672153658
301	0.1669485657
302	0.1667696423
303	0.1665483104
304	0.1664132875
305	0.166276073
306	0.165958145
307	0.1657319156
308	0.1654803794
309	0.1652917537
310	0.1649575407
311	0.1647049665
312	0.1644442197
313	0.1640800411
314	0.1637117023
315	0.163350871
316	0.1629500788
317	0.1626879969
318	0.1624733391
319	0.1621777355
320	0.1618658658
321	0.1615143685
322	0.1611654551
323	0.1609305569
324	0.1605463972
325	0.1602250573
326	0.1600282279
327	0.1597778996
328	0.1595572601
329	0.1592278412
330	0.1589784888
331	0.158750435
332	0.1583243248
333	0.1579218179
334	0.1575301319
335	0.1571831723
336	0.1568921785
337	0.1566246364
338	0.1563484533
339	0.1560475205
340	0.1558094805
341	0.1554548847
342	0.1551696845
343	0.1548374527
344	0.1545590982
345	0.1544530912
346	0.1542197376
347	0.1540100185
348	0.1537681192
349	0.1535589651
350	0.1533350782
351	0.1530351998
352	0.1527869451
353	0.1525590624
354	0.1522608363
355	0.1519361857
356	0.1518183025
357	0.1516020146
358	0.1511789705
359	0.1509769065
360	0.1506850302
361	0.150367964
362	0.1501531685
363	0.1499178731
364	0.1497145791
365	0.1495449307
366	0.1491594859
367	0.1487645026
368	0.1485430337
369	0.1482955294
370	0.1479926997
371	0.147786089
372	0.1476583328
373	0.1474313708
374	0.1471870677
375	0.1468500971
376	0.1465053369
377	0.1462392093
378	0.1459102783
379	0.1457181893
380	0.1455106316
381	0.145239784
382	0.1449511193
383	0.144734651
384	0.1445245716
385	0.144185277
386	0.1438098255
387	0.1435332487
388	0.1434281459
389	0.1431646646
390	0.1428183879
391	0.14256747
392	0.1424203639
393	0.1421379906
394	0.1419202012
395	0.1416104082
396	0.1414581025
397	0.1412741449
398	0.1411108789
399	0.1408039945
400	0.1405893241
401	0.1403281247
402	0.1401575191
403	0.1400190658
404	0.1398423921
405	0.1396521859
406	0.1394423629
407	0.1392343074
408	0.1390164314
409	0.1388010185
410	0.138561897
411	0.1382522402
412	0.1380776295
413	0.1378262369
414	0.1375268078
415	0.1372149583
416	0.1368377715
417	0.1365829625
418	0.1362835293
419	0.1361115959
420	0.135819982
421	0.1356078191
422	0.1353939198
423	0.1352208787
424	0.1349934172
425	0.1347621009
426	0.1344956451
427	0.1342329129
428	0.1339591661
429	0.1337361476
430	0.1334927618
431	0.1332705657
432	0.133060623
433	0.132868377
434	0.1325871042
435	0.1323965768
436	0.1321256878
437	0.131916059
438	0.1317002654
439	0.1314512156
440	0.1312436449
441	0.1311031887
442	0.130901283
443	0.1306496421
444	0.1304760003
445	0.1302411737
446	0.1301055777
447	0.1298870004
448	0.1296226201
449	0.1294188956
450	0.1292524831
451	0.1290000615
452	0.1287918504
453	0.1285120748
454	0.1283445962
455	0.1281520733
456	0.127940146
457	0.1277004019
458	0.1274368664
459	0.1271951218
460	0.1270032552
461	0.1268437491
462	0.1266563217
463	0.1264571121
464	0.1262135651
465	0.1260228799
466	0.1258719777
467	0.1256954729
468	0.1254463015
469	0.1251901416
470	0.1249528195
471	0.1247074283
472	0.124559007
473	0.1243184231
474	0.1240571832
475	0.1238358741
476	0.1236101773
477	0.1233796541
478	0.1231464943
479	0.1229296687
480	0.122782883
481	0.1225850863
482	0.1223973338
483	0.1221747288
484	0.1220062925
485	0.1217587978
486	0.1215838298
487	0.1212893094
488	0.1211097175
489	0.1208905189
490	0.1206316272
491	0.1203810669
492	0.1202496086
493	0.1200231644
494	0.1198239672
495	0.1196268739
496	0.1193995411
497	0.1192145847
498	0.1190559285
499	0.1188934708
500	0.1187958922
501	0.1185874436
502	0.1184191833
503	0.1182570173
504	0.1180931946
505	0.1179101179
506	0.1177785906
507	0.11761569
508	0.117490919
509	0.1173520766
510	0.1172063427
511	0.1170518842
512	0.1168737505
513	0.1167282379
514	0.1165336794
515	0.1162838791
516	0.1160968267
517	0.1158772837
518	0.1156889547
519	0.1155249835
520	0.1153487047
521	0.1151200279
522	0.114954335
523	0.1147068247
524	0.1145485717
525	0.1143958434
526	0.1142212595
527	0.1140899831
528	0.113831153
529	0.1136182554
530	0.1134251563
531	0.1132615093
532	0.1131072375
533	0.1128663205
534	0.1126554861
535	0.1125416704
536	0.1123645529
537	0.1121273212
538	0.1119191165
539	0.1117579123
540	0.11154533
541	0.1113720353
542	0.1111886585
543	0.111038011
544	0.1108749532
545	0.1107356085
546	0.1105846998
547	0.1104321476
548	0.1102687606
549	0.1100236947
550	0.1098830383
551	0.1097068315
552	0.1095118709
553	0.1092902246
554	0.1091866018
555	0.1090497664
556	0.1088906327
557	0.1086641772
558	0.1084498713
559	0.1082800273
560	0.1080836059
561	0.1079565349
562	0.1078702945
563	0.1077154255
564	0.1075946672
565	0.1074147006
566	0.1072554228
567	0.1071144868
568	0.1070033982
569	0.1068317866
570	0.1066776487
571	0.1064817468
572	0.1063562782
573	0.1061583151
574	0.1060382828
575	0.1058438755
576	0.1057152388
577	0.1055622828
578	0.1053157682
579	0.1052087019
580	0.1050572079
581	0.1048980465
582	0.1047168275
583	0.1044825121
584	0.1042835151
585	0.1041043914
586	0.1040133462
587	0.1038999522
588	0.1037979441
589	0.1036776329
590	0.1035657411
591	0.1033835187
592	0.1032438126
593	0.1031700791
594	0.1030090301
595	0.1028360745
596	0.1027172285
597	0.1025959954
598	0.1024359477
599	0.1022849738
600	0.1022115476
601	0.1020065349
602	0.1018678149
603	0.1016649147
604	0.101480589
605	0.1013434508
606	0.1011681462
607	0.1010438487
608	0.1009227279
609	0.1007717587
610	0.1006466295
611	0.1004734665
612	0.1003459203
613	0.1002030476
614	0.1000924292
615	0.09995452706
616	0.09980982916
617	0.09961924968
618	0.09947841962
619	0.09936991553
620	0.0992236413
621	0.09909391722
622	0.09888929855
623	0.09873649376
624	0.09854698611
625	0.098453704
626	0.09835992877
627	0.09825561117
628	0.09815299093
629	0.09796286659
630	0.09786586993
631	0.09770932544
632	0.0975957797
633	0.09748090488
634	0.09736060622
635	0.0972275124
636	0.09706727874
637	0.09696552976
638	0.09678359519
639	0.096658456
640	0.09646935852
641	0.09634014565
642	0.0962369061
643	0.09610647337
644	0.09602147172
645	0.09587503409
646	0.09576956401
647	0.09560984844
648	0.09545011542
649	0.09533689439
650	0.09520331345
651	0.0950776127
652	0.09495152584
653	0.09480724766
654	0.09472400422
655	0.09462418836
656	0.09452105102
657	0.09434864771
658	0.09420902717
659	0.09408977071
660	0.09397802782
661	0.09385852049
662	0.09367945371
663	0.0935591749
664	0.09345312337
665	0.09328965182
666	0.09316116746
667	0.09298612572
668	0.09287365101
669	0.09273622318
670	0.09263591579
671	0.09251717593
672	0.09239474069
673	0.09220168209
674	0.09209690135
675	0.09198201606
676	0.09182691493
677	0.09170204208
678	0.09154870151
679	0.09143615236
680	0.09125950662
681	0.09109821594
682	0.09100224166
683	0.09088726648
684	0.09076849747
685	0.09063288179
686	0.09052695407
687	0.09041083923
688	0.0902797924
689	0.09013163445
690	0.08997639573
691	0.08984921522
692	0.08972069945
693	0.08961496127
694	0.08952551288
695	0.08942215613
696	0.08924461651
697	0.08911855093
698	0.08902396678
699	0.08887765069
700	0.08875372831
701	0.08869774979
702	0.08863124656
703	0.0885300219
704	0.08836114171
705	0.0882758178
706	0.08816579034
707	0.088030554
708	0.08790519682
709	0.08777452046
710	0.08770320194
711	0.08757901908
712	0.08738752643
713	0.08727621297
714	0.08713850241
715	0.08702422001
716	0.0868799067
717	0.08678304897
718	0.08666643339
719	0.08652842553
720	0.08643356569
721	0.0863214719
722	0.08623791175
723	0.08612946019
724	0.08601041342
725	0.08592901383
726	0.08585294822
727	0.08574176381
728	0.08564330585
729	0.08555915935
730	0.08544466418
731	0.0853551565
732	0.08524964465
733	0.08517035124
734	0.08506353904
735	0.08498652536
736	0.0848878156
737	0.08473564669
738	0.08464910521
739	0.08451070645
740	0.08434638517
741	0.08425799113
742	0.08414651136
743	0.08404962108
744	0.0839559099
745	0.08389838865
746	0.08378752046
747	0.08365168419
748	0.08356783908
749	0.0834582549
750	0.08333103361
751	0.08318592065
752	0.08307461905
753	0.08293664571
754	0.08280276861
755	0.08270876402
756	0.08261208018
757	0.08254179702
758	0.08243941003
759	0.08236332593
760	0.08227260616
761	0.08217436376
762	0.08204174847
763	0.08194267802
764	0.0818565137
765	0.08176217468
766	0.0816224244
767	0.08153272954
768	0.08144381097
769	0.08135276217
770	0.08123720345
771	0.08116485435
772	0.08106821606
773	0.0809931874
774	0.08090368027
775	0.08078967864
776	0.08070099109
777	0.0805826258
778	0.08047050314
779	0.08039764838
780	0.08026029889
781	0.08011403704
782	0.08000306577
783	0.0798742765
784	0.07976601918
785	0.07969503688
786	0.07961551242
787	0.07951272311
788	0.07938373861
789	0.07931005464
790	0.07917022696
791	0.07903237338
792	0.07895473664
793	0.07883681117
794	0.07876936897
795	0.07864634052
796	0.07855940332
797	0.07845977537
798	0.07832821484
799	0.07820923961
800	0.07809134213
801	0.07794917766
802	0.07780751305
803	0.07771221555
804	0.0776003112
805	0.07751560361
806	0.07741049807
807	0.07727242147
808	0.07716305443
809	0.07708244147
810	0.07694832573
811	0.0768601022
812	0.07677003205
813	0.07664493749
814	0.07655018322
815	0.07643576435
816	0.07632099474
817	0.07623735924
818	0.07615709771
819	0.07604972649
820	0.07599190514
821	0.0758995688
822	0.07580897597
823	0.07571069497
824	0.07560239724
825	0.07549461382
826	0.07543277634
827	0.07533538783
828	0.07521252903
829	0.07511232884
830	0.07500520608
831	0.07489547012
832	0.07483853245
833	0.07475858058
834	0.07467127711
835	0.07455971147
836	0.07442838378
837	0.07433484817
838	0.07422718343
839	0.0741147755
840	0.07402564979
841	0.07390989628
842	0.07382780601
843	0.0737498219
844	0.07366652812
845	0.07353785147
846	0.07346440242
847	0.07338858898
848	0.07331042963
849	0.07324396292
850	0.07315623692
851	0.07303022754
852	0.07294463369
853	0.07287889398
854	0.07280507629
855	0.07271543692
856	0.0726598028
857	0.07259100963
858	0.07250188445
859	0.07243722718
860	0.07232455504
861	0.07224604281
862	0.07216065533
863	0.07208824154
864	0.07198560304
865	0.07187789096
866	0.07177690344
867	0.07169453036
868	0.07162795938
869	0.07151788993
870	0.07145776916
871	0.07138557819
872	0.07129936097
873	0.07123665159
874	0.07114921438
875	0.07105199954
876	0.07097087603
877	0.07089577989
878	0.07081894825
879	0.07074441616
880	0.07065734576
881	0.07056774573
882	0.0704695242
883	0.07039985359
884	0.07031951184
885	0.0701931298
886	0.07010891796
887	0.07002995151
888	0.06996006904
889	0.06988062362
890	0.06980102359
891	0.06970737149
892	0.06963539492
893	0.0695451914
894	0.06948120141
895	0.06931483305
896	0.06919818697
897	0.06909567874
898	0.06902142398
899	0.06894586303
900	0.06883040003
901	0.06875015968
902	0.06867824309
903	0.06861591535
904	0.06855889669
905	0.0684618854
906	0.06839651832
907	0.06830109622
908	0.06821132537
909	0.06809780514
910	0.06802744495
911	0.06794126235
912	0.06786630843
913	0.06775938474
914	0.06768779667
915	0.06757583452
916	0.06750359376
917	0.0674245832
918	0.06736918908
919	0.06730478604
920	0.06724445019
921	0.06715598298
922	0.06708830825
923	0.06702411443
924	0.06694020229
925	0.06688816431
926	0.06680847999
927	0.06673499884
928	0.06666491409
929	0.06656384304
930	0.06645268806
931	0.06637884371
932	0.06633168713
933	0.06625951726
934	0.06618979987
935	0.06609509644
936	0.06602998955
937	0.06596919229
938	0.06591254939
939	0.06578217107
940	0.06569856949
941	0.06559769866
942	0.06553078969
943	0.06546473806
944	0.06540683001
945	0.06531723366
946	0.06521251858
947	0.06513476129
948	0.06503547861
949	0.06494913843
950	0.06485941182
951	0.0647724425
952	0.06467207614
953	0.06461564095
954	0.06454363046
955	0.06444474045
956	0.0643735766
957	0.0643020369
958	0.06423505959
959	0.06414251887
960	0.06407721507
961	0.06398623363
962	0.06389145361
963	0.06383584314
964	0.06377159984
965	0.06367945765
966	0.06360026074
967	0.06349917698
968	0.0634152189
969	0.0633129413
970	0.06324704092
971	0.06316342633
972	0.06307473989
973	0.06301700563
974	0.06294976736
975	0.06284639221
976	0.0627821258
977	0.06272532489
978	0.06262854955
979	0.06255185485
980	0.06249650353
981	0.06242666818
982	0.06236125087
983	0.06231850384
984	0.06219725694
985	0.06214988829
986	0.06208972458
987	0.06202594991
988	0.06191826869
989	0.06184932742
990	0.06176758825
991	0.06166922958
992	0.06154605355
993	0.06148973091
994	0.06142605987
995	0.06136065367
996	0.0612485892
997	0.06120592821
998	0.06111107365
999	0.06105709019
